MENSAJES;POLARIDAD
Yo tambien lo revise y si esta bien ..... q les parece si hacemos un debate por la tarde para que a todos nos quede claro los pasos y que el compañero José Luis Arias proceda a subir el documento ??;Positivo
En la noche José. ..Yo salgo d mi trabajo a las 6;Positivo
Por mi esta bien a las siete de la noche compañeros ... que les parece para estar todos conectados;Positivo
Ok x mi no hay problema;Positivo
buenas tardes compañeros perdon por llegar tarde bueno como veo que han quedado para de noche hacer un debate.;Positivo
buenas compañero;Positivo
Vero Agurto ha subido un archivo.;Positivo
buenas noches compañeros .... creen ustedes que podemos dar inicio al debate;Positivo
reportensen porfavor;Negativo
Buenas compitas ...aquí presente;Positivo
comapñera Lizbeth Chele se encuentra con nosotros ??;Negativo
buenas noches compañeros;Positivo
demos inicio entonces;Positivo
estoy lista comenzemos;Positivo
empecemos con los pasos para poner un encabezado en un documento ......añadamos todos los pasos y si encontramos alguna inquietud la damos a conocer;Positivo
Lo primero sería ir a la pestaña insertar;Positivo
Encabezado y seleccionar el tipo d encabezado se quiere;Positivo
primero es ir la ficha de inserta;Positivo
recordemos que esto podemos hacerlo cuando el documento ya esta listo y darnos cuenta que el icono INSERTAR esta en la barra de herramientas;Positivo
luego se escoje la opcion del encabezado como dijo el compañero;Positivo
por lo general la pestaña insertar siempre esta entre las opciones de World;Positivo
asi es se elige el tipo de encabezado que vamos a utilizar y damos clic, de esta manera se despliega ya en el documento para poder ingresar el texto que vamos utilizar en el encabezado;Positivo
igualmente de acuerdo con la compañera;Positivo
damos enter y ya esta listo el encabezado;Positivo
Como señalaba la profe ..debemos también dar una vista previa al documento para ver si esta quedando como lo deceamos;Positivo
exacto compañero eso tambien debemos tener en cuenta, ademas señalar que el encabezado aparecera en todas las hojas del documentos cierto compañeros;Positivo
si al comienzo y al final aparecen;Positivo
los datos del encabezado;Positivo
tambien hay opciones donde aparecerá una nueva ficha con todas las herramientas para realizar las modificaciones gráficas del encabezado;Positivo
creo que es en todas las hojas del documento aparece tanto el encabezado como el pie de pagina estamos de acuerdo en eso;Positivo
verdad;Positivo
algo mas que agregar compañeros acerca del encabezado ???para proceder al pie de pagina;Positivo
muy cierto;Positivo
de mi parte es todo;Positivo
por mi parte tambien;Positivo
yo creo que lo mejor es en presentacion;Positivo
diapositivas;Positivo
si es diapositivas es mejor;Positivo
estoy de acuerdo con eso para hacerle con graficos si es posible;Positivo
buena idea;Positivo
les parece si esta noche tratamos de hacer todos y apenas tengamos lo subimos en esta pagina para poder observar, dar nuestras criticas y proceder a subir al eva;Positivo
mmm si estoy de acuerdo;Positivo
se que todos tenemos obligaciones y pasamos ocupados pero hagamos lo posible;Positivo
de acuerdo;Positivo
pero hoy mismo hay que subir;Positivo
yo tengo entendido que tambien debemos subir la prectica 9 conjuntamente con los pasos;Positivo
la practica yo creo que es mejor en word y los pasos en power point;Positivo
asi es pensaba en lo mismo Junior K-lu;Positivo
sii en word;Positivo
entonces asi quedamos ...realicemos los pasos todos, lo subimos y depues vemos cual esta mejor para presentarlo;Positivo
hagamos lo posible compas por subir hoy mismo los pasos porq la practica ya la subimos todos;Positivo
si despues vemos el mejor y los subimos;Positivo
ok compas ...muchas gracias;Positivo
cual creen que debemos de subir de las practicas para unicamente insertar los nombre de las personas que falten;Positivo
x mi no hay problema;Positivo
por mi tampoco;Positivo
entonces solo seria que aumentes los nombre de los demas y creo q estaria listo;Positivo
si solo dice subir los pasos del encabezado y pie de pagina;Positivo
Yo tampoco tengo inconveniente compañera porfavor insert los nombres de los q faltamos;Positivo
Asi es;Positivo
Hagamos los pasos y mañana por la mañana decimos para que José Luis Arias que suba;Positivo
listo;Positivo
Bien compas asi quedemos;Positivo
ok compas muchas gracias;Positivo
ok compañero hasta mañana cualquier cosa le aviso;Positivo
gracias por el tiempo y la dedicacion ... hasta mañana;Positivo
buena noche compañeros;Positivo
Lizbeth Chele ha subido un archivo.;Positivo
favor compañera corrija mi apellido soy AGURTO muchas gracias;Positivo
OK COMAPERA DISCULPE YA LO CORRIGO;Positivo
me parece bien por mi no hay ningun problema. Y quien va a subir el trabajo hasta hoy tenemos plazo de subir la practica;Positivo
Junior K-lu ha subido un archivo.;Positivo
Ok José;Positivo
Vero Agurto ha subido un archivo.;Positivo
que buenos trabajos que han realizado compañeros felicidades a todos;Positivo
Lizbeth Chele ha subido un archivo.;Positivo
Cristina Maldonado ha creado el grupo Grupo4-IA2b-AA2016.;Positivo
"BUENAS NOCHES A TODOS
Comenzamos por saber quienes forman parte del acertijo:
Vecinos, casas, mascotas, bebidas, cigarrillos…";Positivo
Miguel Angel Llerena Salvador ha compartido un enlace.;Positivo
Miguel Angel Llerena Salvador ha compartido un enlace.;Positivo
¡Hola Miguel Angel! GRACIAS POR SU GENEROSIDAD.;Positivo
Gracias Ingeniera;Positivo
Adjunto solución obtenida respecto al ejercicio…;Positivo
En mi caso empece por considerar las posiciones dadas de cada casa, después con colores de casa, mascota, bebida y cigarrillos;Positivo
Gracias Cristina. ¿Cuénteme se ha comunicado con Miguel Angel? le pido que lo haga por favor.;Positivo
Si Ing. con Miguel Angel estamos en contacto, con el otro compañero del grupo no logramos contactar;Positivo
"Buenas noches Ing Dunia Ines Jara Roa y compañeros .
Por correo nos hemos contactado y seguimos trabajando.";Positivo
Aristide Cabrera ha creado el grupo GRUPO # 3-2B-IA.;Positivo
Compañeros buenos días;Positivo
Que les parece si mañana a la 8 pm en línea para iniciar con la primera interaacción y compartir el PLE personal;Positivo
Ok me parece bien;Positivo
Compañeros buenas tardes, confirmen o propongan a que hora pueden, en mi caso puedo conectarme de lunes a viernes a partir de las 9 pm;Positivo
hoy a las 8 PM esta bien para mi.......;Positivo
"ENTORNO PERSONAL DE APRENDIZAJE (PLE)se entiende como la forma concreta de entender cómo se aprende y en que contextos se aprenden; es decir nos referiremos a las interrogantes de ¿Dónde Aprendo?
Haciendo que Aprendo? Y
Con quien aprendo?.
Es decir que es un conjunto de herramientas fuentes de información, conexiones y actividades que cada persona utilizan de forma asidua para aprender";Positivo
COMPAÑEROS POR FAVOR SI EXISTEN OBSERVACIONES DE LAS APORTACIONES POR FAVOR DECIRLAS PARA MEJORAR NUESTROS TRABAJOS Y PULIR EL TRABAJO FINAL;Positivo
COMPAÑERO DEBE HACERLE LA INVITACION A LA TUTORA PARA QUE VEA EL TRABAJO QUE ESTAMOS REALIZANDO,.... CASO CONTRARIO NO TENDREMOS NOTA;Positivo
Ya esta la tutora como miembro del grupo.... acaba de unirse.......;Positivo
"Definición Personal de PLE:

Es todo lo relacionado a la forma en la que puedo recibir, procesar y compartir la información que llega a mí a través ya sea de las herramientas web, libros o de las personas con las cuales me relaciono en la forma de compartir conocimiento. La forma de cómo aprendo depende mucho de mi entorno de aprendizaje y como me organizo para este motivo, con el fin de compartir este conocimiento a los demás, de modo que en mi entorno personal de aprendizaje lo que prevalece es la lectura de las cosas positivas que formen mi aprendizaje, reflexionar en ello con sensatez para adquirir un conocimiento confiable de los contenidos y poder compartir con las demás personas.";Positivo
Como están compañeros, comparto mi PLE....;Positivo
¡Hola a todos(as)! Creo que sería interesante cambiar la imagen del muro ¿qué dicen?;Positivo
Un paisaje talvez ?;Positivo
Hola compas estoy por salir del trabajo desde mañana me pongo al día con el grupo, saludos a todos, estamos en contacto :P !!!;Positivo
"ENTORNO PERSONAL DE APRENDIZAJE (PLE)se entiende como la forma concreta de entender cómo se aprende y en que contextos se aprenden; es decir nos referiremos a las interrogantes de ¿Dónde Aprendo?
Haciendo que Aprendo? Y
Con quien aprendo?.
Es decir que es un conjunto de herramientas fuentes de información, conexiones y actividades que cada persona utilizan de forma asidua para aprender";Positivo
Hola compañeros como estan, debemos empezar a hacer el documento para enviarlo, haber a que hora podemos interactuar todos para elaborar el documento. Saludos compañeros…;Positivo
Q les parece lunes 28 a partir de las 19h00;Positivo
Buena hora ...... Espero podamos todos .....;Positivo
Pilas compañeros que hasta el 30 tenemos que enviar el ple del grupo....;Positivo
q debemos hacer... quien es el jefe de grupo y el secretario?;Negativo
El secretario soy yo, yo tengo que enviar el documento con el ple, el jefe es el compañero aristide..;Positivo
Entre todos tenemos que elaborar el ple global …;Positivo
pero no hay mas aportaciones que la suya y la mia....;Negativo
Esperemos mañana aporten los demás compañeros…;Positivo
companero si no hay aportes debe realizar el informe con los nuestros…;Positivo
Compañeros, debido al feriado todavia estoy viajando, yo llego 2 de la tarde a mi casa el dia de mañana 30 de Diciembre, yo me puedo encargar de generar el documento con los 3 PLE, pero eso sí revisen sus aportes tienen que basarse en el ejemplo que está dentro de la plataforma, confirmar si aceptan mi propuesta, yo mas o menos 3 de la tarde me siento a trabajar y pues estamos en contacto a esa hora si desean nos vemos por aqui... saludos.;Positivo
No podemos confiarnos ya que mañana es el último día, más bien colabore con su aporte del ple y la definición porque como secretario tengo que enviar el documento, al medio día;Negativo
ok entonces antes de las 10 de la mañana voy a intentar completar la tarea, gracias;Positivo
compañeros adjunto PLE;Positivo
mas arriba añadi el archivo;Positivo
Luis Fernando Gutierrez ha subido un archivo.;Positivo
DEFINICIÓN DE PLE: EL PERSONAL LEARNING ENVIROMENT, AMBIENTE PERSONAL DE APRENDIZAJE, es una caja de herramientas (toolbox) digital, que cubre actividades como GENERAR, ORGANIZAR y COMPARTIR contenido en linea, el PLE puede consistir en blogs, wikis, feeds RSS, almacenamiento en la nube, paginas web, sitios de almacenamiento de archivos, estos sitios pueden ser creados y mantenidos por una persona como individuo o por un grupo de personas.;Positivo
Jose Pedro ha subido un archivo.;Positivo
Gracias por su tiempo compañero. (y);Positivo
Compañeros no se olviden de hacer la COEVALUACION y la AUTOEVALUACION es hasta el día de hoy 4 de Enero.. PILAS !!!;Positivo
Y es una por estudiante .....;Positivo
la autoevaluacion es para uno mismo y la coevaluacion en la hoja esta marcado 1, 2, 3 ,4 ,5 es una sola hoja para todos lo compañeros.;Positivo
ES LO QUE CREO EL BIMESTRE PASADO FUE IGUAL;Positivo
ME AVISAN SI ESTOY ENTENDIENDO MAL :);Positivo
No brother .... Tienes que evaluar a cada uno de los integrantes del grupo ..... Pilas ahí ....;Positivo
(Y);Neutro
TIENES RAZÓN ES DE CADA UNO YA ESTOY HACIENDO , TOCA PONER EL NOMBRE DEL COMPAÑERO Y EVALUARLO, NO HARAN QUEDAR DE AÑO GGGGGG :);Positivo
Jajajaja... Pilas ahí ... Todo 2 jajaja;Positivo
Luis Escandon Guillen ha creado el grupo Grupo2-IA2b-AA2016.;Positivo
Hola todos buenas noches :);Positivo
¡Hola muy buenas noches! les parece si en la portada se coloca una imagen que tenga relación con la asignatura ¿les parece?;Positivo
Buenas noches con todos q tal le parece la imagen de portada del grupo o tienen otra idea.;Positivo
buenos días, si me gusta también me agrada esta imagen no se q opinan;Positivo
Buen dia compañera q tal le fue en la solucion del ejercicico espero q bien por mi parte aun lo esoy terminando espero en la noche enviarle el link y mañana poder realizar el chat como el bimestre anterior para poder subir el trabajo en grupo que le parece. Gracias y un exelente dia;Positivo
Buenos días compañero, si me parece muy bien, de igual manera hoy en la noche comparto el link, y debemos quedar de acuerdo mañana a q hora realizamos el chat entonces para enviar el trabajo. Un buen día;Positivo
